id,card_text
750,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
751,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
752,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
753,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
754,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
755,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
756,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
757,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
758,table:wp_users Call_Func:WP_User_Query->query() Call_File:/var/www/html/wp-includes/class-wp-user-query.php function:query()
759,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
760,Call_Func:WP_User_Query->query() Call_File:/var/www/html/wp-includes/class-wp-user-query.php function:query()
761,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/pluggable.php function:update_meta_cache()
762,table:wp_users Call_Func:cache_users() Call_File:/var/www/html/wp-includes/class-wp-user-query.php function:cache_users()
763,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
764,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
765,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
766,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
767,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
768,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
769,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
770,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
771,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
772,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
773,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
774,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
775,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
776,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
777,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
778,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
779,table:wp_posts Call_Func:_prime_post_caches() Call_File:/var/www/html/wp-includes/class-wp-query.php function:_prime_post_caches()
780,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
781,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
782,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
783,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
784,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/post.php function:update_meta_cache()
785,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
786,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
787,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
788,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
789,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
790,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
791,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
792,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
793,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
794,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
795,table:wp_posts Call_Func:_prime_post_caches() Call_File:/var/www/html/wp-includes/class-wp-query.php function:_prime_post_caches()
796,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/post.php function:update_meta_cache()
797,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
798,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
799,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
800,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
801,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
802,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
803,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
804,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
805,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
806,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
807,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
808,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
809,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
810,table:wp_posts Call_Func:_prime_post_caches() Call_File:/var/www/html/wp-includes/class-wp-query.php function:_prime_post_caches()
811,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
812,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
813,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/post.php function:update_meta_cache()
814,table:wp_posts Call_Func:_prime_post_caches() Call_File:/var/www/html/wp-includes/class-wp-query.php function:_prime_post_caches()
815,table:wp_posts Call_Func:_prime_post_caches() Call_File:/var/www/html/wp-includes/class-wp-query.php function:_prime_post_caches()
816,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
817,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/post.php function:update_meta_cache()
818,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/post.php function:update_meta_cache()
819,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
820,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
821,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
822,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
823,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
824,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
825,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
826,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
827,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
828,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
829,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
830,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
831,table:wp_posts Call_Func:_prime_post_caches() Call_File:/var/www/html/wp-includes/class-wp-query.php function:_prime_post_caches()
832,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/post.php function:update_meta_cache()
833,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
834,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
835,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
836,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
837,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
838,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
839,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
840,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
841,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
842,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
843,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
844,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
845,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
846,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
847,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
848,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
849,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
850,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
851,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
852,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
853,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
854,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
855,table:wp_terms Call_Func:WP_Term::get_instance() Call_File:/var/www/html/wp-includes/taxonomy.php function:get_instance()
856,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
857,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
858,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
859,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
860,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
861,table:wp_posts Call_Func:wp_insert_post() Call_File:/var/www/html/wp-includes/post.php function:wp_insert_post()
862,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
863,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
864,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
865,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
866,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
867,table:wp_posts Call_Func:_prime_post_caches() Call_File:/var/www/html/wp-includes/class-wp-query.php function:_prime_post_caches()
868,Call_Func:WP_Query->set_found_posts() Call_File:/var/www/html/wp-includes/class-wp-query.php function:set_found_posts()
869,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
870,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
871,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
872,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
873,table:wp_usermeta Call_Func:WC_Data_Store_WP->read_meta() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read_meta()
874,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
875,table:wp_options Call_Func:update_option() Call_File:/var/www/html/wp-includes/option.php function:update_option()
876,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
877,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
878,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
879,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
880,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
881,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
882,table:wp_actionscheduler_actions Call_Func:ActionScheduler_DBStore->fetch_action() Call_File:/var/www/html/wp-content/plugins/woocommerce/packages/action-scheduler/functions.php function:fetch_action()
883,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
884,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
885,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
886,table:wp_postmeta Call_Func:update_metadata() Call_File:/var/www/html/wp-includes/post.php function:update_metadata()
887,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
888,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
889,table:wp_options Call_Func:update_option() Call_File:/var/www/html/wp-includes/option.php function:update_option()
890,table:wp_woocommerce_tax_rates Call_Func:AutomatticWAARTSDataStore::get_taxes() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Features/OnboardingTasks/Tasks/Tax.php function:get_taxes()
891,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
892,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
893,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
894,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
895,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
896,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
897,table:wp_actionscheduler_actions Call_Func:ActionScheduler_DBStore->fetch_action() Call_File:/var/www/html/wp-content/plugins/woocommerce/packages/action-scheduler/functions.php function:fetch_action()
898,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
899,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
900,table:wp_usermeta Call_Func:update_metadata() Call_File:/var/www/html/wp-includes/user.php function:update_metadata()
901,table:wp_zpm_categories Call_Func:ZephyrProjectManagerCoreCategories::fetch() Call_File:/var/www/html/wp-content/plugins/zephyr-project-manager/includes/ZephyrProjectManager.php function:fetch()
902,table:wp_woocommerce_shipping_zones Call_Func:WC_Shipping_Zone_Data_Store->get_zones() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:get_zones()
903,table:wp_woocommerce_shipping_zone_locations Call_Func:WC_Shipping_Zone_Data_Store->read_zone_locations() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/data-stores/class-wc-shipping-zone-data-store.php function:read_zone_locations()
904,table:wp_woocommerce_shipping_zone_methods Call_Func:WC_Shipping_Zone_Data_Store->get_methods() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:get_methods()
905,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
906,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
907,table:wp_posts Call_Func:_prime_post_caches() Call_File:/var/www/html/wp-includes/class-wp-query.php function:_prime_post_caches()
908,table:wp_posts Call_Func:_prime_post_caches() Call_File:/var/www/html/wp-admin/includes/class-wp-posts-list-table.php function:_prime_post_caches()
909,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/post.php function:update_meta_cache()
910,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/post.php function:update_meta_cache()
911,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
912,table:wp_usermeta Call_Func:WC_Data_Store_WP->read_meta() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read_meta()
913,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
914,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
915,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
916,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
917,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
918,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
919,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
920,table:wp_actionscheduler_actions Call_Func:ActionScheduler_DBStore->fetch_action() Call_File:/var/www/html/wp-content/plugins/woocommerce/packages/action-scheduler/functions.php function:fetch_action()
921,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
922,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
923,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
924,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
925,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
926,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
927,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
928,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
929,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
930,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
931,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
932,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
933,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
934,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
935,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
936,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
937,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
938,table:wp_usermeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
939,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
940,table:wp_woocommerce_tax_rates Call_Func:AutomatticWAARTSDataStore::get_taxes() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Features/OnboardingTasks/Tasks/Tax.php function:get_taxes()
941,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
942,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
943,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
944,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
945,table:wp_wc_admin_notes Call_Func:AutomatticWANDataStore->read() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-data-store.php function:read()
946,table:wp_wc_admin_note_actions Call_Func:AutomatticWANDataStore->read_actions() Call_File:/var/www/html/wp-content/plugins/woocommerce/src/Admin/Notes/DataStore.php function:read_actions()
947,table:wp_actionscheduler_actions Call_Func:ActionScheduler_DBStore->fetch_action() Call_File:/var/www/html/wp-content/plugins/woocommerce/packages/action-scheduler/functions.php function:fetch_action()
948,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
949,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
950,table:wp_posts Call_Func:WP_Post::get_instance() Call_File:/var/www/html/wp-includes/post.php function:get_instance()
951,table:wp_wc_tax_rate_classes Call_Func:WC_Tax::get_tax_rate_classes() Call_File:/var/www/html/wp-content/plugins/woocommerce/includes/class-wc-tax.php function:get_tax_rate_classes()
952,table:wp_terms Call_Func:_prime_term_caches() Call_File:/var/www/html/wp-includes/class-wp-term-query.php function:_prime_term_caches()
953,table:wp_posts Call_Func:_prime_post_caches() Call_File:/var/www/html/wp-includes/class-wp-query.php function:_prime_post_caches()
954,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/meta.php function:update_meta_cache()
955,table:wp_postmeta Call_Func:update_meta_cache() Call_File:/var/www/html/wp-includes/post.php function:update_meta_cache()
956,table:wp_postmeta Call_Func:add_metadata() Call_File:/var/www/html/wp-includes/meta.php function:add_metadata()
